Source,Target,BLEU,dataset size (sent),Source lang word TTR,Source lang subword TTR,Target lang word TTR,Target lang subword TTR,Source lang vocab size,Source lang subword vocab size,Target lang vocab size,Target lang subword vocab size,Source lang Average Sent. Length,Target lang average sent. length,Source lang word Count,Source lang subword Count,Target lang word Count,Target lang subword Count,geographic,genetic,inventory,syntactic,phonological,featural
spa,pol,8.1,1.09944298,-1.096315759,-1.060365936,-0.085078167,-1.164937948,0.681547415,0.484054613,1.330720278,0.447110484,0.495782748,-0.178784311,1.089424898,0.971966058,0.906661486,1.044285825,0.1,0.9231,0.4801,0.55,0.3613,0.5
deu,epo,15.9,0.821804658,-0.342549371,-0.866100175,-0.246083911,-0.88764569,1.00185491,0.531659511,1.097772494,0.363097654,0.493328706,0.511014599,0.847593821,0.831812902,0.852411052,0.801948135,0,1,0.6153,0.69,0.5456,0.8
spa,hun,7.7,0.692300205,-0.925777706,-0.663321223,0.459502999,-0.713424136,0.286812335,0.269846594,1.258153881,0.187630498,0.490511865,-0.239340829,0.734338324,0.598852448,0.536555157,0.615557951,0.1,1,0.5253,0.54,0.4097,0.5
fra,srp,2.1,-0.018090161,-0.654827272,0.012195967,0.647816683,-0.028837126,-0.423375296,0.046627389,0.495279229,-0.158202435,0.488756718,-0.185865602,0.116794101,0.003342222,-0.066086397,-0.021240845,0.1,0.9375,0.6025,0.59,0.8691,0.8
ind,srp,1.8,-0.608744865,-0.277039342,0.657557338,0.819381328,0.384537708,-0.873613073,-0.204525123,0.103337714,-0.276768068,0.485727482,0.401077415,-0.397089218,-0.576127634,-0.420136685,-0.380649449,0.5,1,0.669,0.66,0.8632,0.8
fra,hrv,6.9,-0.113403865,-0.591111855,0.079499907,0.54854629,0.115499531,-0.495783243,-0.139712509,0.244149099,-0.180250698,0.482823244,-0.258965813,0.032392854,-0.101645604,-0.168698505,-0.141350846,0.1,0.9375,0.483,0.79,0.5456,0.6
hun,eng,16.7,1.968159719,-0.268890064,-1.926490735,-1.743655644,-1.697553152,2.611002543,1.70962316,1.453162958,2.117154632,0.47499215,0.961800511,1.838384183,1.996855133,1.970444658,1.929477442,0.1,1,0.4581,0.6,0.3433,0.5
ron,tur,3.3,-0.308774695,-0.138411992,0.252468168,0.495930796,0.413619644,-0.344971246,-0.196885544,-0.035585928,-0.061820036,0.474510967,-0.181476042,-0.139566218,-0.254132584,-0.317421667,-0.343815187,0.1,1,0.4882,0.65,0.2952,0.5
fra,bul,12.7,0.269169607,-0.926491831,-0.314927982,-0.153665173,-0.218241559,-0.292501588,-0.051124863,0.225345728,0.002693352,0.473984664,0.008871788,0.36231248,0.234452067,0.236238647,0.173084789,0.1,0.8571,0.4788,0.5,0.3333,0.5
mkd,ita,11.1,-0.295076076,0.055099362,0.179522685,-0.55424093,0.054755114,-0.14835065,-0.205915725,-0.548914893,-0.143115268,0.47288565,0.857339652,-0.12810779,-0.199045159,-0.0239942,-0.083052578,0,0.9,0.4473,0.56,0.0002,0.5
mkd,spa,15.2,-0.010757416,-0.097184824,-0.074456719,-0.857859527,-0.111985317,0.094977045,-0.130832116,-0.426998924,-0.13559322,0.472636556,0.90072088,0.118793195,0.022393468,0.234757132,0.05070745,0.1,0.9231,0.479,0.61,0.5922,0.6
dan,vie,11.2,-0.365703162,0.081705837,0.284903938,-1.656671991,0.040849835,-0.221169688,-0.130832116,-1.277244275,-0.041754765,0.468191582,1.77058305,-0.190729413,-0.261367631,0.162146362,-0.043873523,0.4,1,0.6153,0.66,0.5456,0.8
ara,ron,5.6,-0.324085918,0.263295013,0.120203163,-0.32901387,0.107591607,0.001102869,-0.274661447,-0.306559647,-0.11651052,0.464069803,1.032110199,-0.155696773,-0.171331,-0.001831592,-0.117373677,1,1,0.6552,0.61,0.641,0.6
ita,tur,4.6,0.221149357,-0.60330108,-0.335213786,0.302213065,-0.107328616,-0.064856413,0.023071326,0.4700891,0.060323933,0.459535988,-0.255199606,0.316683307,0.271112879,0.122956861,0.101534789,0.1,1,0.5168,0.67,0.5922,0.6
ara,spa,13.2,0.74297245,-0.238893575,-0.97226164,-1.289073107,-0.872527087,0.974522624,0.138835397,0.307910673,0.472380181,0.453968444,1.174223101,0.76844654,0.806350897,0.963662219,0.820412264,1,1,0.6832,0.56,0.5922,0.6
mkd,bos,12,-1.031822163,0.43595614,1.035878742,0.9362663,0.89794905,-0.800276173,-0.346785108,-0.411719105,-0.404114685,0.452920754,0.278399569,-0.773482339,-0.914439694,-0.820921093,-0.821495249,0,0.4286,0.6737,0.55,0.0002,0.8
ind,hrv,5.6,-0.817094194,-0.110815714,0.814447814,0.829344358,0.617741411,-1.017702508,-0.267591558,-0.199720397,-0.294508019,0.447364873,0.327667337,-0.588468845,-0.717558791,-0.621029624,-0.569735159,0.5,1,0.3797,0.77,0.5687,0.6
glg,slv,3.1,-1.209528779,0.227642475,1.222906909,1.035965619,1.170763305,-1.235813615,-0.401937351,-0.631054521,-0.418031672,0.445886828,0.108869194,-0.929751119,-1.077466547,-1.021243296,-1.040796065,0.1,0.9231,0.4685,0.57,0.0002,0.5
eng,fin,10.9,1.655984439,-1.51515282,-1.494100258,0.403185821,-1.596304638,1.025349377,1.094404081,2.350111663,0.862534962,0.445649979,-0.612785496,1.559263476,1.484263762,1.272525178,1.500488482,0.1,1,0.4694,0.53,0.2736,0.5
ara,fra,12.2,0.665393079,-0.210248343,-0.716254121,-1.350142503,-0.851380973,0.891215894,0.584965679,0.18385296,0.742371069,0.442211588,1.262226007,0.697871128,0.728320958,0.920116565,0.878826115,1,1,0.6025,0.57,0.5456,0.6
srp,vie,6.8,-0.606539371,0.774320285,0.385950092,-1.574190262,0.23786405,0.080908496,-0.288839268,-1.520614459,-0.16852225,0.438585706,1.784089865,-0.407954155,-0.385116613,-0.043413583,-0.234713699,0.4,1,0.6153,0.72,0.8691,0.8
slv,vie,7.4,-0.787305782,0.715079031,0.626604247,-1.450715878,0.425708736,-0.218646952,-0.292391681,-1.655041031,-0.216343466,0.437191268,1.773837272,-0.56535184,-0.576132118,-0.203228387,-0.396350109,0.4,1,0.5303,0.62,0.5456,0.6
por,bos,7,-0.487574306,-0.222776509,0.428845274,0.75366137,0.450885615,-0.683868883,-0.312344403,-0.027743708,-0.364826541,0.428566295,-0.154502226,-0.307333578,-0.425527342,-0.465439216,-0.457539427,0.1,0.9333,0.6328,0.53,0.0002,0.7
glg,hrv,3.5,-1.207456611,0.237367732,1.270210087,1.068278466,1.264851268,-1.23155528,-0.418780956,-0.689757393,-0.385149429,0.428036925,-0.107942011,-0.932790488,-1.119504606,-1.078200675,-1.105945174,0.1,0.9231,0.4882,0.77,0.0002,0.6
rus,por,12.4,1.437953225,-0.44632731,-1.679206007,-1.517208455,-1.562071259,1.710276964,0.723148799,0.949491731,0.747838528,0.426553088,0.969462954,1.364697013,1.527139142,1.511917687,1.441547163,0.3,0.9333,0.47,0.5,0.6162,0.5
spa,slk,6,-0.162841274,-0.513503351,0.208112048,0.614279574,0.10397,-0.515029631,-0.171986002,0.225644693,-0.245737793,0.425530191,-0.28846936,-0.026082935,-0.212180311,-0.2196417,-0.150465131,0.1,0.9231,0.6832,0.56,0.5922,0.6
nld,por,13.8,1.010237809,-0.667402612,-1.000791602,-1.004430014,-1.052945152,0.927024305,0.457096293,0.692372203,0.454178755,0.423927221,0.60642346,0.992457464,0.917424277,1.041964154,0.957816583,0.1,0.9333,0.3863,0.49,0.0002,0.4
ron,ces,5.1,-0.147453269,-0.204646295,0.038303225,0.504613108,0.070612886,-0.211229107,-0.169918101,0.180682788,-0.195480521,0.419925342,-0.204210473,-0.014235951,-0.077519252,-0.183438944,-0.110142858,0,0.8889,0.4494,0.55,0.641,0.5
spa,tur,5.2,0.541186952,-0.822542829,-0.478786779,0.136585821,-0.418748007,0.147002328,0.227072333,0.717332776,0.141404797,0.416929681,-0.331188325,0.583127382,0.441238463,0.380387935,0.370005456,0.1,1,0.5608,0.65,0.4097,0.6
ces,eng,20,2.041180086,-0.798638305,-2.150627833,-1.85973404,-1.970597682,2.1923852,1.235500687,1.410576435,1.436098758,0.409056868,0.881007054,1.883936223,2.041931426,2.011983608,1.95561732,0.1,0.9,0.5368,0.66,0.5687,0.6
rus,ita,11.7,1.403602286,-0.320002669,-1.594790969,-1.391535802,-1.559996737,1.77306864,0.842287495,1.016899393,0.896357545,0.408727077,0.964199743,1.330025815,1.493629012,1.480649803,1.481227281,0.2,0.8,0.4693,0.56,0.6162,0.5
tur,eng,15.9,1.942064413,-0.850405622,-1.925480689,-1.794643215,-1.481869476,2.009845411,1.261014869,1.33646274,2.55181982,0.407171636,0.880142522,1.797329988,1.871247482,1.925645066,1.880086477,0.1,1,0.5183,0.7,0.3433,0.6
ell,dan,9.7,-0.652104658,0.210779583,0.399739765,0.292063604,0.770212354,-0.516070768,-0.404861524,-0.614710277,-0.362655272,0.403669048,-0.00898315,-0.456999983,-0.42828459,-0.568934018,-0.709093267,0.1,0.8333,0.6929,0.61,0.5922,0.7
nld,fra,16.7,1.507838564,-0.883304558,-1.460911458,-1.404163862,-1.513934,1.389863728,0.752180379,1.036751092,0.937191392,0.400273598,0.704867065,1.418277027,1.362844794,1.500921273,1.456213674,0,0.9375,0.3411,0.51,0.5456,0.5
bul,ron,9.8,-0.346968161,0.083871455,0.228583114,-0.207561942,0.221882361,-0.222636732,-0.194804582,-0.392796462,-0.232413283,0.3999413,0.634587037,-0.192959046,-0.234693328,-0.129441835,-0.239868289,0,0.8571,0.4946,0.45,0.2163,0.5
srp,ind,6.1,-0.608744865,0.821361662,0.38454037,-0.279404694,0.657533878,0.105044934,-0.276784882,-0.874745371,-0.204507617,0.399817037,0.487030002,-0.42038057,-0.380649732,-0.396842865,-0.576119188,0.5,1,0.669,0.66,0.8632,0.8
ell,bul,11.2,-0.475176618,0.071071463,0.26529182,0.241547474,0.420665843,-0.4082651,-0.347505823,-0.31833688,-0.24925172,0.398562831,0.238147911,-0.304698839,-0.306163494,-0.348257794,-0.401523103,0,0.8571,0.4683,0.52,0.2048,0.5
dan,swe,25.8,0.699575395,-0.271204886,-0.754254195,-0.206015118,-0.752413995,0.861738244,0.23330025,0.864889555,0.242645562,0.396351009,0.262162896,0.715129656,0.660487849,0.678786707,0.661651777,0,0.2857,0.6153,0.33,0.0002,0.7
fra,jpn,7.3,0.990338265,-1.370860406,-0.9612765,2.223017678,-1.168790569,0.238501026,0.393070912,1.808590539,-0.104969374,0.396262617,-3.752569232,0.967671862,0.868409163,-0.15664401,0.893738396,0.5,1,0.5052,0.71,0.4407,0.6
mkd,slv,7.1,-1.01259919,0.41126454,1.055221748,0.750962808,1.028929626,-0.825193485,-0.317348357,-0.607862536,-0.372798079,0.386343761,0.157217562,-0.774834456,-0.921523685,-0.837062886,-0.916212348,0,0.4286,0.3753,0.52,0.0002,0.4
ita,slk,5.4,-0.298686394,-0.333125282,0.235349975,0.643578209,0.276015655,-0.548794165,-0.165097203,0.103015123,-0.239420585,0.385477822,-0.208336032,-0.154941142,-0.231771555,-0.315936975,-0.284564349,0,0.9,0.6737,0.61,0.0002,0.7
srp,por,10.8,0.095760294,0.447525262,-0.350322073,-0.725522757,-0.235770685,0.701721193,-0.094832471,-0.174652776,5.37E-05,0.376680081,0.868331269,0.185303021,0.250240054,0.318513876,0.186192395,0.1,0.9333,0.6328,0.61,0.8278,0.8
ron,bos,3.7,-1.085329468,0.399125671,1.087859815,1.000883242,1.096269527,-0.939177177,-0.444551013,-0.596278234,-0.458596067,0.375665059,-0.129818827,-0.840905485,-0.982685443,-0.978034579,-0.993256788,0,0.8889,0.6552,0.54,0.641,0.7
ron,deu,7.5,0.382891488,-0.361963626,-0.449677571,-0.030543993,-0.373451059,0.341158589,0.011240452,0.501481065,0.019808179,0.375351622,0.03005863,0.434354437,0.358205104,0.340773469,0.300408092,0,0.8571,0.4541,0.54,0.3918,0.5
nld,spa,16.8,1.2738033,-0.731810503,-1.243608203,-1.20747237,-1.232849674,1.203049134,0.617850121,0.870265605,0.716572243,0.375163132,0.628814803,1.208178569,1.153883289,1.276998271,1.17287742,0.1,0.9231,0.557,0.58,0.5922,0.6
ind,slv,5.6,-0.828475731,-0.112675287,0.912494867,0.773438429,0.730083617,-1.067195678,-0.292391681,-0.257258058,-0.288112463,0.370537154,0.350071544,-0.619184138,-0.801879247,-0.624845334,-0.656667465,0.5,1,0.4413,0.58,0.5687,0.5
hrv,vie,9.4,-0.826078607,0.838763801,0.651500492,-1.339470711,0.523106818,-0.185981718,-0.289549495,-1.621848592,-0.102258699,0.367875097,1.733139417,-0.617823633,-0.595000139,-0.247940738,-0.441522372,0.4,1,0.566,0.74,0.5456,0.7
nld,ind,11.4,0.093667252,-0.156514407,-0.104001209,-0.425205438,0.093427674,0.134140067,0.094611837,-0.198941685,0.201456201,0.360931941,0.159263272,0.179215427,0.108444772,0.124532654,-0.017730111,0.6,1,0.4829,0.59,0.5687,0.6
bul,ukr,10.4,0.356201707,-0.201573651,-0.448727629,0.256784218,-0.488159004,0.446835288,0.05053979,0.708229534,0.042077893,0.360036768,-0.023225621,0.407018777,0.368388716,0.303146946,0.397183248,0,0.5714,0.4367,0.45,0.6162,0.5
epo,vie,7.7,-0.946533768,0.552959568,0.952850056,-1.269216851,0.700342489,-0.616454389,-0.240139164,-1.824555413,-0.246440329,0.35920957,1.484090028,-0.724804267,-0.819207322,-0.420077451,-0.621588974,0.5,1,0.6153,0.73,0.5456,0.9
ell,heb,4,-0.593475315,0.188467915,0.420825092,0.584390258,0.678831682,-0.476659719,-0.364842511,-0.426579349,-0.341727589,0.3581693,-0.390911731,-0.41840814,-0.433800209,-0.621506869,-0.631111959,0.1,1,0.6553,0.47,0.5922,0.6
ell,rus,8.4,0.244033023,-0.252837594,-0.496947707,0.294326281,-0.382740257,0.246406403,-0.221244715,0.538515627,-0.144484452,0.356447705,-0.148828976,0.308612339,0.330849771,0.171663738,0.262036828,0.2,0.8333,0.3971,0.45,0.2048,0.4
ron,pol,5.2,0.043673453,-0.233775326,-0.093507184,0.432592505,-0.078844315,-0.00677944,-0.1138103,0.335273289,-0.129449445,0.356219448,-0.29205583,0.134511559,0.042171987,-0.041209189,0.026246709,0,0.8889,0.4856,0.4,0.2163,0.4
fra,slk,5.8,-0.133030075,-0.572038349,0.107021686,0.562325576,0.134856147,-0.559285059,-0.251378634,0.177854083,-0.284563841,0.353324606,-0.383631056,-0.019763749,-0.154444885,-0.219533531,-0.185656006,0.1,0.9375,0.6025,0.57,0.5456,0.6
ind,epo,8.2,-0.845081398,-0.101102333,0.891353739,0.444254452,0.819117735,-1.08786416,-0.26053429,-0.512232457,-0.281018402,0.349370338,0.51937726,-0.639346943,-0.776322387,-0.593387923,-0.725000102,0.6,1,0.669,0.76,0.5687,0.9
slv,ind,6.5,-0.828475731,0.775434861,0.730112604,-0.114983025,0.912451986,-0.255762798,-0.288129168,-1.068214255,-0.292375017,0.348836173,0.37178317,-0.625067534,-0.656679275,-0.618961314,-0.801861373,0.5,1,0.4413,0.58,0.5687,0.5
ell,swe,7.2,-0.486807634,0.214318676,0.283733729,0.396189214,0.549378624,-0.316836926,-0.347505823,-0.376321697,-0.342447392,0.338772708,-0.201104578,-0.33101174,-0.320725735,-0.477402789,-0.529088982,0.1,0.8333,0.5707,0.59,0.5922,0.6
por,jpn,7.8,0.747269946,-1.085319896,-0.728634926,2.18558203,-1.039724313,0.147296457,0.121589391,1.544690511,-0.239420585,0.333114862,-3.517857007,0.73941463,0.609178397,-0.304194656,0.754416025,0.5,1,0.4584,0.77,0.6162,0.6
ind,swe,9.3,-0.198340487,-0.334854937,0.282205108,0.299737298,0.127636253,-0.438774697,-0.02313786,0.092196921,-0.13559322,0.328663571,0.197813842,-0.083180419,-0.229274274,-0.118694217,-0.138510871,0.5,1,0.5303,0.55,0.5687,0.6
nld,deu,16.1,1.92977562,-1.036515932,-1.805193363,-0.789334477,-1.818565161,1.787972206,1.088393467,1.965845642,1.186449517,0.328179411,0.210627979,1.7652398,1.728239219,1.733525836,1.766111216,0,0.2857,0.3086,0.35,0.5456,0.4
hrv,ind,8.2,-0.817094194,0.8313212,0.617761839,-0.1131228,0.814412403,-0.198191316,-0.294524663,-1.01875016,-0.267574656,0.326442951,0.448648575,-0.621252229,-0.569743339,-0.588242768,-0.717544438,0.5,1,0.3797,0.77,0.5687,0.6
hrv,mkd,14.1,-0.691264796,0.632666859,0.504615039,0.186483205,0.554744342,-0.212623692,-0.305206866,-0.493694963,-0.305190324,0.324336117,0.635200884,-0.512523873,-0.483371462,-0.428374517,-0.52296106,0,0.5,0.2983,0.68,0.0002,0.4
dan,por,14,0.328146384,-0.23469753,-0.397478872,-0.837733488,-0.425332755,0.362006474,0.06744893,-0.012776906,0.097209473,0.321339315,0.753595537,0.372157659,0.332625679,0.489299169,0.36290991,0.1,0.9333,0.6328,0.59,0.0002,0.8
slv,hrv,11.2,-0.668886432,0.750167833,0.5350723,0.722909195,0.548219858,-0.07592123,-0.339585177,-0.192037714,-0.335973877,0.319357276,0.104062985,-0.494435115,-0.51698596,-0.55287638,-0.526373013,0,0.375,0.3141,0.75,0.0002,0.5
slv,ell,5.8,-0.824322082,0.709218853,0.743202456,0.271126971,0.515464616,-0.323997819,-0.321642508,-0.576672786,-0.377152974,0.318800989,0.679245894,-0.629602437,-0.676339337,-0.532028146,-0.511963782,0,0.8333,0.4416,0.54,0.5922,0.5
ara,ell,6.7,-0.398161448,0.320113864,0.244903678,-0.058503894,0.042247039,-0.108128895,-0.327375307,-0.244806681,-0.295219275,0.31787694,0.823364512,-0.259675847,-0.284463819,-0.122754551,-0.115491143,1,1,0.6929,0.54,0.5922,0.6
pol,eng,15.1,2.342472717,-0.982711276,-2.359756409,-1.848863941,-2.055483402,2.3899906,1.651365278,1.764525506,2.100503321,0.315650119,0.731643504,2.120325199,2.322765389,2.233245317,2.207486353,0.1,0.9,0.5472,0.59,0.2804,0.5
ind,tur,4.6,-0.198596178,-0.379560976,0.291326133,0.457738846,0.245018699,-0.487230755,-0.036440298,0.155164422,-0.059138775,0.312529215,0.001870715,-0.087776738,-0.240177441,-0.172018455,-0.20993271,0.5,1,0.484,0.8,0.3433,0.6
fra,tur,4.2,0.396284701,-0.813800882,-0.263822365,0.229228825,-0.235959391,-0.085010961,0.400236262,0.537658063,0.014549965,0.311839699,-0.496258046,0.428769378,0.319673634,0.209772572,0.190374293,0.1,1,0.4955,0.68,0.2677,0.6
rus,fra,14.5,1.759978113,-0.49826869,-1.889209948,-1.706855484,-1.843496789,2.047983478,1.086387896,1.246869483,1.19914297,0.309444044,1.058757262,1.612668731,1.794023052,1.815868159,1.789329939,0.2,0.9375,0.5152,0.51,0.3333,0.5
ind,dan,10.1,-0.453646668,-0.337266599,0.527955913,0.205680246,0.489934704,-0.794912424,-0.137661416,-0.314810839,-0.175417123,0.307393285,0.256103161,-0.310714375,-0.455188204,-0.32468818,-0.435680666,0.6,1,0.669,0.61,0.5687,0.8
ell,epo,8,-1.016209829,0.452040509,0.889706192,0.589388428,1.121741063,-0.825731805,-0.339585177,-0.763333843,-0.324491512,0.307291444,0.153783455,-0.799402806,-0.797014674,-0.841130207,-0.976062366,0.1,1,0.6929,0.71,0.5922,0.8
por,kor,10.6,-0.00406984,-0.365247335,-0.043956476,-1.384381999,-0.839356455,-0.21358793,-0.266179096,-1.514542036,-2.102220409,0.306828832,-0.548677889,0.07964978,-0.039346088,-0.152231548,0.077960122,0.5,1,0.5185,0.7,0.641,0.6
swe,por,15,0.605142092,-0.185040974,-0.697479156,-0.923621363,-0.819824419,0.775537021,0.156006498,0.317775594,0.163635261,0.305700521,0.838609831,0.608525356,0.594152337,0.752971756,0.692901924,0.1,0.9333,0.493,0.47,0.0002,0.5
ron,epo,6.7,-0.909322354,0.318991804,0.938672572,0.540027602,1.051145457,-0.804924601,-0.379348052,-0.736519347,-0.323058559,0.305692777,-0.017022006,-0.706990256,-0.846742556,-0.794564012,-0.919917557,0.1,1,0.6552,0.7,0.641,0.8
ind,rus,8.1,0.368000641,-0.757227121,-0.243576049,0.242812294,-0.498774498,-0.073592811,0.233922503,0.808392818,0.369115188,0.305579231,0.207354311,0.402503627,0.257415403,0.375885929,0.496548223,0.4,1,0.503,0.61,0.2804,0.5
rus,bul,12.6,1.262768162,-0.327122601,-1.491703863,-0.863794668,-1.38895185,1.532545344,0.582687672,1.196125588,0.649368858,0.305177224,0.68463064,1.179619067,1.340003711,1.282538299,1.277448142,0.2,0.5714,0.345,0.46,0,0.4
hrv,por,12.1,-0.10884733,0.438489668,-0.076049139,-0.564059743,-0.023078205,0.384977914,-0.139712509,-0.324651706,-0.124677544,0.300907276,0.814285929,-0.01296879,0.021180218,0.126119444,-0.016461715,0.1,0.9333,0.3806,0.77,0.0002,0.5
glg,swe,4.3,-0.647732041,-0.047994626,0.716001346,0.560952049,0.754495675,-0.792600948,-0.312344403,-0.470648611,-0.354704139,0.300894203,-0.270246041,-0.481065277,-0.652273707,-0.635939693,-0.694470495,0.1,0.9231,0.551,0.61,0.0002,0.6
